,review_clean,Word_Count,review_rating,review_datetime_utc
1226,why is this function temporarily un available for new applicant,10,3,2016-11-17T09:33:20.000Z
1231,sana pag may updates kayo sa system nyo magbigay kayo ng advisory sa mga subscriber nyo nakakasira kayo ng cellphone,20,2,2016-11-24T01:26:38.000Z
1235,thank you  hassle free yung pag bayad ng meralco and other bills at magsent ng money to other gcash pede pa magdonate  may discount pa kapag nag bbuy load  mamatss god bless,32,5,2016-11-26T13:52:31.000Z
1236,okay naman at gumagana ng maayos yung app pero sana magkaron ng update na kahit anong device kahit airplane mode ka man basta may internet ka maaaccess mo yung gcash mo please update nyo ng ganon salamat,37,4,2016-11-26T14:45:45.000Z
1238,cannot log in fix it,5,1,2016-11-27T13:20:09.000Z
1239,ive put my pin and they give some error incorrect pin what the heck is that what a waste of time,21,1,2016-11-27T14:19:18.000Z
1241,bakit po ayaw gumana ng cashin via load nitong apps na to laging sinadabi na  transaction is not allowed  paki help nman po salamat,24,1,2016-11-28T08:04:10.000Z
1242,cant convert my globeload into gcash kindly fixed its take minutes loading but nothings happen when i convert the load,20,2,2016-11-28T12:21:22.000Z
1246,encountering an error logging in most of tge time this thing sucks,12,1,2016-12-03T09:28:39.000Z
1247,perhaps users must be patient in this kind of app besides there are many users too  two thumbs up globe cheers,21,5,2016-12-03T12:17:29.000Z
1249,sorry this transaction is not allowed please call 2882 should you need further information,14,1,2016-12-03T23:34:25.000Z
1251,this app sucks donkeyballs all it did was send me messages saying transactions are not allowed tss,17,1,2016-12-04T08:19:17.000Z
1252,why cant i log in even though im already registered and i received a confirmation message from globe,18,2,2016-12-04T11:48:38.000Z
1254,very useful ive been using it for months and it works fine highly recommended to everyone,16,5,2016-12-05T06:00:31.000Z
1257,it always shows an error in authentication even though i already registed to gcash via 143,16,1,2016-12-06T02:27:32.000Z
1259,i cant convert my prepaid load into gcash,8,1,2016-12-06T07:54:37.000Z
1260,kung loloadan q ung gcash q papasok din ba sa binigay sa akin na virtual card number pero di pa aq nakakapunta sa  kyc ala kcng malapit ehhh please answer  thanks,31,4,2016-12-06T12:01:28.000Z
1263,making great things possible,4,4,2016-12-07T00:40:21.000Z
1266,i cant access may secondary gcash simcant use two sim in one cellphone i have to remove sim a just to access sim bpls fix,25,1,2016-12-07T06:35:21.000Z
1268,i am not satisfy this app i hope upgrading and fixing this app to  open separate to sim card gcash registered,21,2,2016-12-08T09:53:00.000Z
1270,nice work on allowing us to cash in thru paypal great update,12,5,2016-12-09T07:36:49.000Z
1272,kahit nasa sim 1 ung tm sim ko hindi nacoconnect dati naman nakakapagtransact ako ,14,2,2016-12-09T16:53:33.000Z
1273,that linking paypal to my gcash is not working always stuck in close and continue button ive click it many times still wont operate and when i try to see if its linked i click cash in but paypal still not highlighted please fix it thanks in advance,48,3,2016-12-09T17:55:58.000Z
1278,where is the prepaid load to gcash option,8,2,2016-12-10T06:12:09.000Z
1279,when logging to my account always have an error message  so hard to open specially during weekends,17,1,2016-12-10T09:51:51.000Z
1280,your prepaid load to gcash is not working it kept getting the message sorry this transaction is not allowed please call 2882 should you need further information heres the thing there isnt any further information on the matter i tried to go the site itself to convert but the feature was removed and was solely accessible only via this app a very faulty and unreliable app   the least globe could have done was allow the users to use the convert feature via their main website but no ive initially believed it was simply a minor issue that would be resolved in a matter of weeks 2 or 3 at most but 2 months and still nothing still not working great job  tldr gcash is unreliable as of now use paymaya instead saves money no 10 transaction fee and time sorry globe but if this going to be the way you treat your consumers well be forced to look for other more dependable and trustworthy ones,165,1,2016-12-10T14:17:09.000Z
1282,paypal to gcash i love it i dont wait 2 to 4days anymore,13,5,2016-12-11T06:03:01.000Z
1283,it took times to open,5,1,2016-12-12T06:10:22.000Z
1285,love the new update,4,5,2016-12-12T16:33:45.000Z
1291,stuck sa click and continue ayaw mapindot kapag nag li link ng paypal pag link sa paypal enter email then enter email at password then authorized after nun stuck na sa click and continue kapag umexit ka naman uulit ka ulit pa check ng bug update need pala i upgrade ang android os mo dapat at least naka lollipop o marshmallow upgraded from kitkat to lollipop at napagana na,69,3,2016-12-16T05:14:11.000Z
1292,cant sign in it always says that the transaction cant be processed hate this what waste,16,1,2016-12-16T19:55:08.000Z
1293,i cant convert my regular load into gcash,8,1,2016-12-16T23:56:28.000Z
1294,hindi ko mag log in gcash ko wala naman problema sa connection ko,13,1,2016-12-17T04:00:54.000Z
1299,cant convert load into gcash,5,2,2016-12-19T16:08:33.000Z
1300,tried to register but theres always a pop up that i need to call the hotline,16,1,2016-12-20T02:57:06.000Z
1303,its okay lang talaga,4,3,2016-12-20T14:30:30.000Z
1306,bakit hindi ako maka convert ng load to gcash ganito lagi sms sa akin sorry this transaction is not allowed please call 2882 should u need information tapos call ko 2882 wala din makuhang info wlang sibli dn nag lagay pa kayo ng ganyang transaction kung hnd manlang magamit useless ang putik,52,1,2016-12-20T16:46:46.000Z
1307,i reloaded my funds to settle my bir but i get an error message now my payment had been delayed  pls fix this,23,1,2016-12-21T01:17:06.000Z
1308,just uselesscrap unable to process transaction,6,1,2016-12-21T06:24:24.000Z
1309,i want gcash coz its easy to load by myself and share to other and have rewards,17,5,2016-12-21T08:11:02.000Z
1311,verrry useful and easy to use,6,5,2016-12-21T16:25:26.000Z
1312,app not designed for dual sim phone hope we can login using our gcash number that would be easier most on our end sana naisip din yan ng gumawa ng app,31,1,2016-12-21T17:22:57.000Z
1316,why does it always says pin incorrrct  i have been putting my gservices pin and i registered to gcash and it always says pin incorrect,25,1,2016-12-24T07:24:10.000Z
1317,why i cant cash in my load,7,1,2016-12-25T14:52:55.000Z
1318,cannot log in no improvement,5,1,2016-12-25T15:01:20.000Z
1325,even ive put a correct pin still i cant log in,11,1,2016-12-28T07:55:19.000Z
1326,i just hated everything in it slow cant load and im late with paying my bills its not really convenient just how many sim card and gcash card i have to buy it is so disappointing im very disappointed with globe,41,1,2016-12-28T08:47:24.000Z
1328,gcash made my experience more efficient than the usual transfer of money thanks and keep up the goodwork,18,5,2016-12-29T15:49:44.000Z
1330,downloaded it just to cashin using prepaid load but its not even allowed by the system and it charges data you cant even use wifi,25,1,2016-12-29T17:33:45.000Z
1331,i always got a wrong pin but i know that i put a right pin because i just made my own gcash account,23,1,2016-12-30T02:17:32.000Z
1339,its all good just the charges,6,5,2017-01-02T04:14:35.000Z
1341,i already linked my paypalbut when i tried to cash in no currencies showed just blank please fix this bug,20,1,2017-01-03T06:00:10.000Z
1342,no improvement btw its fake now,6,1,2017-01-04T10:38:17.000Z
1344,stop clear apps cache  lang then try to log sa dual sim just set your sim thank you globe,19,5,2017-01-04T22:32:49.000Z
1346,very poor in terms of paypal to gcash transfer aside from it only allows linking of paypal email to gcash app via android lollipop and marshmallow theres always error in converting paypal to gcash stressful app just a waste of time and effort,43,1,2017-01-05T03:45:36.000Z
1347,load convert to gcash not allowed,6,1,2017-01-05T06:36:58.000Z
1349,very useful thank you  more power ,6,5,2017-01-05T11:13:49.000Z
1352,i cant access my account even i entered my correct pin it states i should call their hotline but theres no option that i can talk to their representative pls fix this,32,1,2017-01-05T14:39:41.000Z
1353,great app but it needs feature like finger print login,10,4,2017-01-06T16:17:13.000Z
1354,nice update however i cant seem to transfer paypal balance to gcash whenever i click on the green plus button to select a paypal balance currency a new page opens that contains an instruction that says please tap the currency balance where the funds will come from but it theres no option to be tapped on thus rendering me unable to select a currency which makes the transaction impossible,69,4,2017-01-06T23:40:12.000Z
1355,sayang lang kse gcash user ako kaso hndi ma open ang app,12,1,2017-01-07T11:19:02.000Z
1356,mabagal connection nio sana wala ng charge fee sa load into gcash,12,5,2017-01-09T08:25:04.000Z
1357,what happen to this appsits not working on mepls do an action about the gcash apps problem,17,1,2017-01-09T09:29:14.000Z
1358,allaround payment convenience in one app hands down link to paypal amex virtual pay mastercard you name it its one app i will not be living without,27,5,2017-01-09T09:48:30.000Z
1360,app is usually down most of the time getting unable to process transaction error for a month now completely unreliable,20,1,2017-01-10T04:24:42.000Z
1361,it has a user friendly interface and is easy to use,11,5,2017-01-10T17:14:00.000Z
1362,sana naman smooth yung pag connect via wifi netcon bagal na ng mobile data sa globe dipa pwde wifi  paki ayos naman walang bago sa 308 nyo lalo nyo lang pinapanget nakaka abala po eh,35,1,2017-01-11T04:16:09.000Z
1365,nice work on the phone,5,5,2017-01-11T11:54:31.000Z
1366,featurewise it is good but the processing and data display is very slow if these have been fixed this  app will really be a great help,26,3,2017-01-12T11:07:33.000Z
1369,i really hate gcash i cant convert my prepaid load to gcash until ninakaw yung load ko na 150,19,1,2017-01-13T09:40:02.000Z
1370,it keeps on saying processing then afterwards it will lead me to the home page of the app,18,1,2017-01-13T12:24:23.000Z
1371,very useful and quick way to pay bills buy load and send money to love ones,16,4,2017-01-14T11:22:46.000Z
1372,avoid using dual simcards when you use the app re install the app if you installed it using dual sim but remove first the other simcard gcash sim should be in the sim 1 should have atleast 1peso regular load balance hope it could help thanks,46,5,2017-01-14T12:19:57.000Z
1375,so far so good,4,4,2017-01-14T18:23:52.000Z
1376,cant log in it always says that unable to process transaction pleas fix this,14,2,2017-01-15T00:57:57.000Z
1378,not working dont waste your time downloading,7,1,2017-01-15T07:39:32.000Z
1379,most of the time im having troubles using the cash in from paypal option it doesnt retrieve the information from my paypal thus preventing me from withdrawing please fix asap,30,3,2017-01-15T13:52:51.000Z
1380,magnanakaw na nga kayo ng load ang pangit pa ng service nyo ang panget pa ng systema nyo napakabagal lahat ang mahal nyo sumingil sa mga customer nyo pero wala naman kayong kwenta wow a grabe ang system maintenance na sinasabe nyo sa app nato hindi gumagana sa lahat kelangan mag on pa ng data para gumana at dapat may extrang load pag nakaon ang data choosy pa hindi pwede kumonek pag sa wifi kelangan data talaga grabe lang talaga ayusin nyo naman services nyo napaka walang kwenta nyo,89,1,2017-01-15T15:02:29.000Z
1383,not working using my lenovo android phone ive got 4 times attempt of logging in it says an error,19,1,2017-01-17T15:59:16.000Z
1384,definitely keeping up to my expectations thanks for this one globe,11,5,2017-01-18T02:53:06.000Z
1385,useless piece of crap it tells you that the transaction is successful when converting load to gcash then youll receive a text that tells you that its not available and you should call 2882 stupid app developer,37,1,2017-01-18T04:59:07.000Z
1387,after the update all my transactions failed please fix this asap,11,2,2017-01-19T02:46:44.000Z
1389,useless update paypal to gcash transaction is not working at all,11,1,2017-01-19T14:27:00.000Z
1391,who created this trash paypal to gcash not working,9,1,2017-01-21T10:15:45.000Z
1392,waste of time cash in from paypal to gcash not working at all rubbish dumb developers,16,1,2017-01-21T10:17:14.000Z
1393,trashy app cash in from pp not working waste of money and waste of time,15,1,2017-01-21T10:18:51.000Z
1394,i used to enjoy this app but all went trashy after getting kyc piece of crap dumb devs paypal to gcash not working,23,1,2017-01-21T10:28:41.000Z
1396,why i cant link my verified paypal acct im also done with the kyc process what is wrong with your app,21,3,2017-01-22T03:13:52.000Z
1398,i like the gcash apps very fast and make a sure walang masasayang na load because my load wallet this,20,5,2017-01-22T21:00:05.000Z
1399,so very bad experience i had to unlink my number and buy another simcard but it didnt fixed the issue i ask for assistance from the sales rep that sold me the card but they dont know what to do they just advised me to call 2882 and they put me into circle i spent money just to be wasted,60,1,2017-01-23T09:43:09.000Z
1403,why its not working laging unable to process,8,1,2017-01-24T14:43:51.000Z
1404,it always gives me trouble,5,2,2017-01-25T03:21:55.000Z
1405,followed every instruction in linking my paypal sa dulo ng paglilink ko ang sabi is thank you for linking your account sabi pa may marereceive daw akong email confirmation i received an email from paypal informing me that ive signed up for preapproved payments but still i cant cashin sa gcash app by paypal sabi kelangan ko pa raw ilink whaaat,61,1,2017-01-25T10:40:46.000Z
1407,to think what happened in my account,7,5,2017-01-25T17:03:15.000Z
1408,every time i open this apps its always said that mui is stopped i dont know the problem is  my phone or this application i can not use this apps to check my balance,34,2,2017-01-26T03:27:30.000Z
1410,hindi mailink yung gcash sa paypalhindi sya magcontinuepaulit ulit lang ginagawa ko ayaw a dinnakakatanggap naman ako sa emailwalang kwenta tong app nyo,23,1,2017-01-26T16:19:47.000Z
1411,the deduction from load to gcash is kinda huge why not make it 10 instead of 30 its killing me,20,3,2017-01-26T17:21:44.000Z
1412,great i can now convert load into gcash at first i had problem with it pero na ayos din just message them on facebook theyll help you on how to fix your problem thumbs up gcash ,36,5,2017-01-27T20:19:18.000Z
1415,bakit hndi ako mklogin unable to transact down ba ung gcash,11,1,2017-01-30T05:44:50.000Z
1416,this phone always wants to authenticate via txt but i have dual sim and its not smart enough to use the right sim thus it wont authenticate ulol na app,30,1,2017-01-30T08:52:44.000Z
1420,ayaw nman mg convert load to gcash alang kwenta bwisit lng,11,1,2017-02-01T07:41:45.000Z
1421,cant convert my load into gcash walletplease fix this,9,2,2017-02-01T13:42:54.000Z
1423,this is absolutely terrible palpak na app,7,1,2017-02-01T21:35:22.000Z
1424,bakit nawala yung menu na load to gcash,8,2,2017-02-02T03:04:20.000Z
1426,walng load to gcash pakifix naman,6,1,2017-02-02T06:51:40.000Z
1427,di ko maopen ung app  panay na lang error contact 2882,11,1,2017-02-02T11:47:26.000Z
1430,this app is nothing but a garbage i cant even link my paypal paulit ulit ako sa process ng paglink bwisit na application at sytem nyo this is totally bullshit,30,1,2017-02-03T08:29:47.000Z
1431,cash in from paypal stoppedworking again getting error unable to process transaction call paypal hotline there is no issue with paypal 3 of my friends are getting the same thing pls fix asap there seems to be a new issue every week,42,1,2017-02-03T16:07:03.000Z
1433,this app has been a great help,7,5,2017-02-04T12:40:05.000Z
1435,di ko alam kung anong nanyari sa gcash ko kung bakit d ako mka cash in ng load to gcash dati nka cash in nman ako pero ngaun hindi na tas tumawag ako sa 2882 sabi mgpa kyc dw ako so ng pm ako sa gcash para mgpa kyc pero ang sabi d dw nila pwede i process kyc ko kc dw power pay plus kelangan ko dw contact in ang hr representative ko d ko nga alam san ko ko contact in tulungan niyo nman ako dati ok nman ung gcash ko tas bigla nlang ngloko kainis,98,3,2017-02-05T01:54:13.000Z
1436,i cannot access my account,5,1,2017-02-05T14:59:08.000Z
1437,easy to use but i hope it will support phones with dual sim,13,3,2017-02-06T01:46:30.000Z
1439,starting january 2017 i cant login to my account error message advice to call customer service for assistance,18,1,2017-02-06T03:49:21.000Z
1440,one te best globe apps that ive been using,9,4,2017-02-06T10:59:22.000Z
1441,i cant log in,4,1,2017-02-09T02:37:56.000Z
1443,i love gcash very helpful,5,5,2017-02-09T13:38:42.000Z
1444,download it and you will be happier with your gcash,10,5,2017-02-09T22:02:43.000Z
1445,cant link my paypal even im already kyced,8,3,2017-02-10T06:07:55.000Z
1447,very helpful thank you for this app,7,5,2017-02-11T06:48:11.000Z
1449,i cant convert my load to gcash puro unable anong kalokohan ito kailangag kailangan n namin yung mag cash in tapos unable kabwisit pakiayoss,24,1,2017-02-12T01:32:50.000Z
1450,2882 wala naman option dun para may mkausap na service representative pinag gagago nyo lang kame king ina nyo,19,1,2017-02-14T05:49:23.000Z
1451,bakit laging nageerror akala ko ba kaya may ganto para hussle free but then pag may nagpapaload sakin ang hussle ng app na to madalas error pag iniinput ung cash pin sana mabigyan aksyon agad to,36,2,2017-02-15T11:38:21.000Z
1452,pakibalik po ng convert prepaid load to gcashmarami po umaasa d2it helps us a lotso please bring it back,19,2,2017-02-15T14:40:34.000Z
1454,no more load to gcash ugggghhhh whats the point of having gcash,12,1,2017-02-17T04:57:49.000Z
1455,awesome app  i am really a fan of globe works,10,3,2017-02-17T06:52:02.000Z
1456,i cant log in half the time,7,1,2017-02-17T08:03:03.000Z
1457,i think you should bring back the load  cash feature,10,2,2017-02-17T10:05:47.000Z
1458,can pay bills without hassle,5,5,2017-02-17T10:27:40.000Z
1463,love it very useful,4,5,2017-02-19T05:49:08.000Z
1464,ayaw mag log in kahit tama yung pin nakakainis naman ayusin niyo naman yan globe,15,1,2017-02-19T21:35:54.000Z
1466,does not detect which account am i using on a dual sim phone you should give users an option which sim to use when logging in to the app,29,2,2017-02-20T01:05:01.000Z
1467,cant convert load to cash anymore so better give you the lowest grade you always wanted,16,1,2017-02-20T02:28:46.000Z
1468,it was very useful until they decided to remove the loadtogcash feature not sure why they did it but globe should give it a thought first,26,1,2017-02-20T02:54:49.000Z
1469,laging may error ang login sa app d maka login,10,2,2017-02-20T10:27:33.000Z
1471,prepaid load to gcash ibalik nyo  napaka wala nyo talagang kwenta namo ka globe ,14,1,2017-02-20T16:55:50.000Z
1473,load to gcash please,4,1,2017-02-21T02:03:46.000Z
1477,please bring it back the prepaid load to gcash its help us alot,13,3,2017-02-21T23:32:23.000Z
1478,after you remove the load to gcash this gcash thing is no longer useful uninstalled bye,16,1,2017-02-21T23:33:26.000Z
1479,gcash to paypal stopped working already did basic troubleshooting ill change my rating once this is fixed,17,1,2017-02-22T04:49:36.000Z
1480,it always says unable wen i try to cash in my paypal into gcashwhats wrong with that,17,2,2017-02-22T09:36:52.000Z
1481,one of your customer service rep removed my kyc validation instead of unlinking my gcash card im giving you a 1 star for this,24,1,2017-02-22T15:45:32.000Z
1482,load to gcash why th did u remove it,9,3,2017-02-23T15:50:33.000Z
1483,change to smartpadala bullshit update,5,1,2017-02-24T11:34:50.000Z
1486,i cant set the gcash apps to use sim2 this is frustrating the default seems to be sim1,18,2,2017-02-26T06:16:42.000Z
1488,unique application it can answer my need,7,5,2017-02-27T17:36:44.000Z
1489,kaylangan b ng net itong apps nato o need nksalpak ung globe,12,2,2017-02-27T18:00:24.000Z
1490,napaka hirap dto sa pinas pati mga application na ganito walang ka silbi silbi error error error sana pasabugin kay ng korea,22,2,2017-02-27T22:36:40.000Z
1494,sna ibalik nyo ang load to gcash dhil nkakatulong itotapos tinanggal nyo ang daming nangangailangan sa service na yan,19,1,2017-03-01T14:07:08.000Z
1497,ang reason na ininstall ko ang app na to kasi para maka load to gcash pero di naman din pala gumagana tinangal naman pala useless lang ang ilang uras ko na pag install pati nga service niyo sa internet walang selbi pati ba naman dito hayyy globe wala talagang pinagbago kabwisitan padin ang dinadala sa mga costumer ,57,1,2017-03-03T16:47:17.000Z
1499,ibalik nyu ang load to gcash,6,2,2017-03-04T02:34:04.000Z
1502,this app was very useful to my business until they decided to remove the load to gcash feature so much hate for globe daming apektadong business dahil sa ginawa niyo leche,31,1,2017-03-05T07:16:29.000Z
1503,cant convert prepaid load to gcash very inconvenient this is one of the easiest way to get gcash,18,1,2017-03-05T20:14:15.000Z
1505,thank you sa pag solve ng case ko 5 thank you globe,12,5,2017-03-06T07:40:16.000Z
1506,it would be convenient if we could manually change pin when its forgotten thru a link on an email,19,3,2017-03-06T10:47:56.000Z
1507,why does it always say system error whenever i login to my gcash account,14,1,2017-03-06T12:11:29.000Z
1509,dati nggamit kpa nang maayos un app na to tpos bgla nalang dna maopen un app baket ganun lage unable pag gagamitin un app,24,1,2017-03-07T12:36:09.000Z
1510,this used to be a very good convenient and useful app until they decided to drop the convert load to gcash feature last february 20 2017 now i dont even want to use this what a garbage in my phone memory indeed and for those who are planning to consult globe store crew or call 2882 about this i highly insist that you dont do it unless youd like to see incompetent and useless outsourced reps to screw up your concern even further what a lousy management globe has indeed,90,1,2017-03-07T15:09:27.000Z
1513,im not sure but i can try,7,4,2017-03-08T10:11:55.000Z
1515,its good for me,4,5,2017-03-09T04:33:39.000Z
1517,sana po ibalik na ung load convert to gcash,9,1,2017-03-10T02:27:02.000Z
1520,im think this is good  im happy that im one of used this app ,14,3,2017-03-10T06:18:24.000Z
1522,cant convert load to gcash useless app smart prepaid is more reliable,12,1,2017-03-10T09:46:51.000Z
1523,super lame the app cant read my globe sim in the sim 2 slot,14,2,2017-03-10T10:04:31.000Z
1524,sorry the load to gcash service is no longer available to fund your gcash you may cashin via any gcash partner outlet nationwide paypal or our partner banks  akala ko pa naman makakapag transfer ako,35,1,2017-03-11T08:17:21.000Z
1525,i loved this app,4,5,2017-03-11T11:19:19.000Z
1526,simula nung inalis na prepaid load to gcash wala n tong kwentang app,13,1,2017-03-12T04:35:38.000Z
1527,useless app without prepaid load to gcash,7,1,2017-03-12T08:36:49.000Z
1532,caanot anymore convert load into gcash this is the only feature of the app that made me download the gcash app better delete the app what a trash,28,1,2017-03-15T11:06:05.000Z
1534,sana ayusin naman nagbayad ako bills gamit gcash its been 5days wala parin makukuha ko pang maputulan ng linya,19,1,2017-03-16T07:32:58.000Z
1535,i want to be a online specialist that is my passion trustee you can count on,16,5,2017-03-16T15:25:17.000Z
1537,it sucks i have been trying to look for an answer to my problem but it seems that they dont have any resolution i cant cash in my paypal to gcash coz incant login to my account i have called their hotline number but there is no way for me to speak to someone for help i will change my rate you fix my problem,65,1,2017-03-17T06:20:07.000Z
1539,i cant transfer my prepaid load to gcash now    tsk,10,1,2017-03-18T00:32:42.000Z
1540,my sole purpose of downloading the app is to send my prepaid load to gcash wallet but then its not working so its completely useless,25,1,2017-03-19T01:39:05.000Z
1541,i am satisfied with the service of globe so far my only concern is that i am being asked to transfer my prepaid sim to sim1 slot whenever i have to access my gcash,34,4,2017-03-19T15:16:17.000Z
1543,realy this thing gonna work,5,5,2017-03-20T14:20:42.000Z
1546,useless app lots of errors they removed other features  instead of adding new features for their new version this app sucks,21,1,2017-03-21T14:32:03.000Z
1547,whats wrong why i cant cash in my prepaid load tsk huszle  i need the old prosses it very easy to us but now aurgghhhh,25,1,2017-03-22T07:10:36.000Z
1548,im using this for my business,6,4,2017-03-22T08:29:21.000Z
1549,does not work on my phone,6,2,2017-03-22T10:43:14.000Z
1550,you can have money and anywhere by gcah,8,5,2017-03-23T04:53:11.000Z
1552,hi gcash why you remove the cash in load to gcash,11,1,2017-03-24T04:40:26.000Z
1554,cant even convert my prepaid load to gcash ,8,1,2017-03-24T10:37:51.000Z
1556,simple and easy use,4,3,2017-03-24T15:26:30.000Z
1557,please add back the cash in using load it doesnt satisy all possible gcash users,15,1,2017-03-25T10:24:48.000Z
1558,nice update sana po ibalik ulet ung load to gcash,10,4,2017-03-25T12:06:33.000Z
1559,hindi ba makalogin after update wth so diappointed,8,1,2017-03-25T14:06:14.000Z
1561,i will experience fs frst,5,1,2017-03-25T16:29:22.000Z
1562,puede sana iupload na lang yun latest at updated version para di na sumakop pa ng malaking memory,18,2,2017-03-25T22:12:23.000Z
1563,gcash load very easy and convenient,6,5,2017-03-25T22:53:49.000Z
1567,login failed after i entered pin code the app is very useful i wish the app developer should work on the fix asap this app is a paymentmoney transfer and business solution  therefore this app should work well and flaws should be addressed immediately by the developer for the convenience of its users and for the success of this great app that makes life easy thanks,66,3,2017-03-27T04:40:18.000Z
1569,this app is crap totally crap,6,1,2017-03-28T14:36:48.000Z
1570,cant link bank account because i cant login,8,2,2017-03-29T07:16:00.000Z
1571,cant download  feeling annoying,4,1,2017-03-29T10:50:12.000Z
1574,bulshet wheres the losd to gcash cash in ,8,1,2017-03-30T01:41:41.000Z
1575,very useful and helpful,4,5,2017-03-30T07:27:11.000Z
1576,theres a glitch when buying a load sometimes no confirmation messages appear it just returned to the amount page the results when trying to click the next button another transaction process will occur,33,3,2017-03-30T11:01:44.000Z
1578,what happened cash in bpi  input pin bank details are blank cannot reload my gcash card,16,1,2017-03-30T15:45:38.000Z
1580,got better with latest update biggest improvement is the login authentication is now only for first login after entering the mobile no it can already make login without authenticating after entering the pin can work now with dual sim without changing globetm as default sms network,46,5,2017-03-31T04:35:15.000Z
1582,very useful app a must have for all mompreneurs ,9,5,2017-03-31T07:36:26.000Z
1583,i usually comment only if either im totally satisfied or im totally pissed with an application and right now im totally pissed gcash doesnt allow me to convert my prepaid load anymore bring back that feature and i will change back my rating to five stars and will even refer gcash to my friends again,55,1,2017-03-31T08:12:09.000Z
1584,i wish the developers could enhance the ui for much better user experience and an option to switch using fingerprints when verifying instead of using pin code because it will be much convenient and much secure by using biometric authentications featured in most high end smartphones,46,4,2017-03-31T08:26:06.000Z
1586,very useful thumbs up ,4,5,2017-03-31T13:04:46.000Z
1587,love the new update kudos to all the developers behind,10,5,2017-03-31T14:17:55.000Z
1588,i suggest i would like to see my linked card securely right within the app im talking about the concept of paymaya i find it convenient when purchasing online thats all,31,4,2017-03-31T16:36:49.000Z
1589,bring back the load to gcash,6,5,2017-04-01T01:17:08.000Z
1590,better update it looks good easier log in,8,5,2017-04-01T02:59:44.000Z
1591,pay bills button is not working i couldnt pay meralco anymore laging error,13,3,2017-04-01T03:44:05.000Z
1592,and the app becomes more secure,6,5,2017-04-01T03:58:43.000Z
1593,theres an option to pay insurance but i always got an error i thought payment would be easy thru gcash but its not this app is a trash,28,1,2017-04-01T09:42:27.000Z
1594,trash gcash app restore the prepaid load to gcash,9,1,2017-04-01T10:06:35.000Z
1596,dear gcash thank you for improving your service hopefully the gcash card will always be available in your business centers ,20,4,2017-04-01T12:45:16.000Z
1597,may problema paypal cash in ayusin nyu yan,8,1,2017-04-01T17:08:06.000Z
1598,with this latest uodate gcash might look better but they focused too much on it my number needa to be registered even thiigh i have been using this before aside from that should i expect that they need to be verified and go though kyc again such a hassle to their customers,52,1,2017-04-02T07:13:20.000Z
1599,glad they fixed this app,5,5,2017-04-02T13:00:39.000Z
1600,please fix and update other bills payment like sss there are still errors when trying to pay for it,19,3,2017-04-02T13:20:42.000Z
1601,bring back prepaid load to gcash,6,1,2017-04-02T14:35:31.000Z
1603,the only purpose this app had for me was the transfer from prepaid load to gcash credits and you took it away,22,1,2017-04-02T23:25:37.000Z
1604,fix the bug suddenly im no longer a gcash user deym after 5years,13,3,2017-04-03T11:12:52.000Z
1605,since the app was upgraded  it wont let me pay to a specific merchant online who accepts gcash as payment i am not receiving the sms notification to confirm payment unlike before  also when ut comes to refunds  i have an existing refund ive been waiting for its been 2 months but its still unresolved,55,3,2017-04-03T14:43:25.000Z
1606,i downloaded the app because of the rumored globe load to gcash function turns out you removed that convenient way disappointed,21,1,2017-04-03T19:07:01.000Z
1607,new ui looks good i always use this to pay my bills,12,5,2017-04-04T06:19:44.000Z
1608,got my account locked instantly thanks,6,1,2017-04-04T09:12:03.000Z
1609,looks exactly like the coinsph app,6,1,2017-04-04T15:20:08.000Z
1610,prepaid load to gcash is so usefulwhy take it away ,10,3,2017-04-04T17:10:46.000Z
1611,why cant i fund my gcash using prepaid load,9,1,2017-04-05T04:28:37.000Z
1612,love the new update have two phones i can now access my gcash with both,15,5,2017-04-05T05:14:35.000Z
1613,enable the prepaid to gcash please fix this thank you,10,1,2017-04-05T11:57:31.000Z
1615,the app looks good the registration is convenient just need to explore the different features to give a more helpful feedback,21,4,2017-04-05T13:35:23.000Z
1616,i just updated and so far the new interface is good and simple especially for the login part where the dual sim issue is no longer a problem thanks for the better app gcash,34,4,2017-04-05T17:18:58.000Z
1620,why did you remove the cash in tab convert globe telecom billing to cash i couldnt find it anywhere on your updated app,23,2,2017-04-07T14:56:49.000Z
1621,gcash ibalik niyo yung load to gcash grabe yung hassle ko papuntang city tapos offline pala anung nangyayari sa service niyo paki balik niyo po yung service niyo kahit may 10 charge ok lang sakin kesa pupunta pako sa wala paki balik niyo sana with in this month paki sabi sa it niyo,53,2,2017-04-08T00:13:59.000Z
1623,cannot pay my bills error message always pops up,9,2,2017-04-08T10:05:54.000Z
1624,bring back the load to gcash,6,1,2017-04-09T01:42:02.000Z
1626,cant convert load to gcash anymore which means i need to go outside,13,1,2017-04-10T12:58:34.000Z
1629,i want to be wise in the  matter of money how to spend and save then for my future,19,4,2017-04-11T21:14:50.000Z
1631,i didnt work at all,5,1,2017-04-12T07:03:33.000Z
1632,i am a gcash user for over a year now and my number prefix is 0927 globe when activating this app it tells me that only globe and tm is allowed duhhhhh,32,1,2017-04-12T07:06:01.000Z
1633,i loved this apps,4,5,2017-04-12T09:41:45.000Z
1634,i love the new version now its easy to send my paypal money to my gcash account,17,5,2017-04-13T16:09:46.000Z
1635,mag lag in lang hirap po kung may opera p,10,2,2017-04-14T03:32:53.000Z
